question,answer,wrong1,wrong2,difficulty,type
7 × 9 =,63.0,73.0,71.0,3,multiplication
91 - 74 =,17.0,16.0,15.0,2,subtraction
10 × 5 =,50.0,58.0,56.0,2,multiplication
2 × 1 =,2.0,5.0,3.0,4,multiplication
93 - 62 =,31.0,32.0,34.0,2,subtraction
99 + 50 =,149.0,152.0,150.0,4,addition
22 + 88 =,110.0,107.0,113.0,3,addition
49 - 41 =,8.0,7.0,10.0,4,subtraction
10 ÷ 1 =,10.0,11.0,9.0,2,division
92 + 82 =,174.0,177.0,171.0,3,addition
18 + 35 =,53.0,56.0,52.0,3,addition
5 + 45 =,50.0,47.0,48.0,4,addition
62 + 45 =,107.0,109.0,110.0,3,addition
10 ÷ 1 =,10.0,9.0,12.0,3,division
65 - 63 =,2.0,5.0,4.0,4,subtraction
92 - 42 =,50.0,49.0,47.0,2,subtraction
8 × 7 =,56.0,51.0,60.0,2,multiplication
9 ÷ 1 =,9.0,8.0,10.0,3,division
97 - 84 =,13.0,11.0,16.0,3,subtraction
36 - 14 =,22.0,20.0,24.0,2,subtraction
95 - 79 =,16.0,14.0,17.0,3,subtraction
14 + 69 =,83.0,84.0,81.0,2,addition
79 - 2 =,77.0,78.0,74.0,4,subtraction
62 + 20 =,82.0,84.0,81.0,2,addition
93 - 63 =,30.0,32.0,33.0,4,subtraction
52 + 16 =,68.0,69.0,70.0,4,addition
23 + 98 =,121.0,118.0,123.0,2,addition
22 ÷ 11 =,2.0,7.0,5.0,4,division
6 × 2 =,12.0,10.0,14.0,2,multiplication
57 - 10 =,47.0,45.0,49.0,3,subtraction
93 - 38 =,55.0,58.0,53.0,3,subtraction
70 - 49 =,21.0,22.0,20.0,3,subtraction
10 ÷ 10 =,1.0,6.0,5.0,4,division
35 - 6 =,29.0,32.0,31.0,2,subtraction
21 ÷ 7 =,3.0,2.0,4.0,4,division
92 - 50 =,42.0,41.0,43.0,3,subtraction
24 ÷ 3 =,8.0,7.0,9.0,2,division
70 - 52 =,18.0,15.0,16.0,3,subtraction
16 + 50 =,66.0,63.0,69.0,4,addition
11 + 28 =,39.0,36.0,37.0,3,addition
42 + 63 =,105.0,103.0,104.0,3,addition
12 ÷ 1 =,12.0,11.0,10.0,4,division
60 ÷ 5 =,12.0,13.0,11.0,3,division
52 + 69 =,121.0,123.0,124.0,4,addition
90 - 61 =,29.0,28.0,31.0,4,subtraction
4 + 5 =,9.0,12.0,8.0,3,addition
45 - 39 =,6.0,5.0,4.0,3,subtraction
76 - 9 =,67.0,70.0,69.0,2,subtraction
28 - 16 =,12.0,14.0,13.0,3,subtraction
93 + 3 =,96.0,93.0,97.0,3,addition
66 ÷ 11 =,6.0,5.0,7.0,2,division
50 + 84 =,134.0,136.0,137.0,4,addition
72 + 0 =,72.0,75.0,73.0,3,addition
56 - 32 =,24.0,27.0,23.0,4,subtraction
7 ÷ 7 =,1.0,5.0,4.0,2,division
8 - 2 =,6.0,4.0,8.0,2,subtraction
56 + 66 =,122.0,121.0,119.0,4,addition
6 × 6 =,36.0,38.0,31.0,2,multiplication
27 - 18 =,9.0,10.0,11.0,2,subtraction
90 - 4 =,86.0,84.0,83.0,4,subtraction
1 + 51 =,52.0,55.0,53.0,4,addition
89 + 6 =,95.0,98.0,97.0,4,addition
83 - 52 =,31.0,28.0,30.0,2,subtraction
61 - 42 =,19.0,16.0,21.0,3,subtraction
80 ÷ 8 =,10.0,8.0,9.0,3,division
94 - 31 =,63.0,60.0,61.0,4,subtraction
0 + 21 =,21.0,22.0,24.0,2,addition
3 + 74 =,77.0,80.0,76.0,3,addition
49 + 59 =,108.0,106.0,111.0,2,addition
89 - 4 =,85.0,88.0,83.0,2,subtraction
40 ÷ 5 =,8.0,6.0,9.0,3,division
96 + 18 =,114.0,112.0,117.0,2,addition
110 ÷ 10 =,11.0,12.0,10.0,4,division
9 × 10 =,90.0,81.0,104.0,2,multiplication
6 × 10 =,60.0,63.0,70.0,2,multiplication
38 + 92 =,130.0,131.0,129.0,4,addition
67 - 37 =,30.0,28.0,31.0,4,subtraction
8 + 80 =,88.0,85.0,89.0,4,addition
87 - 30 =,57.0,56.0,59.0,4,subtraction
79 - 58 =,21.0,22.0,20.0,4,subtraction
58 + 68 =,126.0,125.0,129.0,4,addition
68 - 2 =,66.0,65.0,68.0,2,subtraction
14 + 30 =,44.0,43.0,41.0,2,addition
62 - 23 =,39.0,42.0,41.0,3,subtraction
81 + 55 =,136.0,135.0,133.0,4,addition
1 × 1 =,1.0,5.0,2.0,3,multiplication
39 - 7 =,32.0,34.0,31.0,4,subtraction
21 - 12 =,9.0,8.0,12.0,4,subtraction
18 ÷ 3 =,6.0,5.0,7.0,2,division
62 + 23 =,85.0,87.0,86.0,2,addition
10 ÷ 5 =,2.0,7.0,6.0,2,division
45 + 92 =,137.0,139.0,134.0,4,addition
12 ÷ 12 =,1.0,4.0,5.0,4,division
4 + 37 =,41.0,38.0,43.0,4,addition
59 - 24 =,35.0,32.0,34.0,2,subtraction
39 + 86 =,125.0,122.0,123.0,4,addition
20 + 54 =,74.0,76.0,71.0,4,addition
78 - 46 =,32.0,34.0,30.0,2,subtraction
88 ÷ 8 =,11.0,10.0,13.0,3,division
77 - 32 =,45.0,46.0,43.0,4,subtraction
14 ÷ 2 =,7.0,6.0,8.0,2,division
44 + 10 =,54.0,52.0,53.0,3,addition
33 ÷ 11 =,3.0,4.0,2.0,2,division
23 + 39 =,62.0,60.0,61.0,3,addition
49 + 63 =,112.0,113.0,110.0,4,addition
93 + 26 =,119.0,116.0,118.0,2,addition
18 ÷ 9 =,2.0,5.0,6.0,3,division
73 - 2 =,71.0,72.0,69.0,3,subtraction
20 - 11 =,9.0,6.0,10.0,4,subtraction
98 + 63 =,161.0,159.0,164.0,3,addition
40 ÷ 5 =,8.0,10.0,9.0,3,division
79 + 75 =,154.0,151.0,155.0,2,addition
9 ÷ 1 =,9.0,7.0,10.0,3,division
72 + 71 =,143.0,140.0,146.0,3,addition
76 + 100 =,176.0,177.0,179.0,2,addition
99 - 61 =,38.0,37.0,41.0,3,subtraction
47 + 74 =,121.0,124.0,122.0,3,addition
18 ÷ 9 =,2.0,4.0,6.0,2,division
96 - 60 =,36.0,38.0,39.0,2,subtraction
72 - 47 =,25.0,24.0,26.0,4,subtraction
8 × 2 =,16.0,13.0,18.0,2,multiplication
60 + 22 =,82.0,85.0,80.0,3,addition
86 - 62 =,24.0,26.0,27.0,4,subtraction
36 ÷ 6 =,6.0,5.0,7.0,2,division
9 × 2 =,18.0,19.0,15.0,4,multiplication
77 ÷ 11 =,7.0,8.0,6.0,3,division
100 - 100 =,0.0,2.0,3.0,2,subtraction
53 + 47 =,100.0,98.0,97.0,3,addition
21 + 36 =,57.0,59.0,58.0,2,addition
10 × 6 =,60.0,51.0,55.0,4,multiplication
14 ÷ 7 =,2.0,6.0,4.0,2,division
4 ÷ 2 =,2.0,7.0,3.0,3,division
83 - 10 =,73.0,72.0,70.0,3,subtraction
45 + 43 =,88.0,85.0,89.0,4,addition
75 - 7 =,68.0,67.0,66.0,4,subtraction
4 × 5 =,20.0,17.0,21.0,3,multiplication
29 + 18 =,47.0,45.0,46.0,4,addition
43 - 35 =,8.0,5.0,11.0,3,subtraction
97 - 15 =,82.0,83.0,79.0,3,subtraction
50 - 10 =,40.0,43.0,39.0,3,subtraction
37 + 69 =,106.0,107.0,104.0,2,addition
34 + 28 =,62.0,65.0,63.0,4,addition
90 - 49 =,41.0,39.0,42.0,4,subtraction
50 + 90 =,140.0,143.0,138.0,4,addition
46 + 8 =,54.0,55.0,51.0,4,addition
10 × 4 =,40.0,42.0,37.0,3,multiplication
68 - 36 =,32.0,29.0,31.0,3,subtraction
70 - 15 =,55.0,57.0,54.0,2,subtraction
25 + 55 =,80.0,79.0,82.0,3,addition
45 + 15 =,60.0,63.0,59.0,3,addition
47 - 42 =,5.0,4.0,8.0,2,subtraction
87 - 81 =,6.0,9.0,5.0,3,subtraction
2 × 4 =,8.0,9.0,7.0,3,multiplication
97 + 54 =,151.0,150.0,149.0,4,addition
98 - 26 =,72.0,69.0,75.0,2,subtraction
80 - 72 =,8.0,11.0,5.0,4,subtraction
73 - 25 =,48.0,45.0,49.0,3,subtraction
55 - 51 =,4.0,3.0,2.0,3,subtraction
66 - 7 =,59.0,60.0,58.0,4,subtraction
80 - 51 =,29.0,26.0,31.0,3,subtraction
8 × 4 =,32.0,30.0,29.0,2,multiplication
68 - 59 =,9.0,6.0,12.0,2,subtraction
49 + 10 =,59.0,56.0,58.0,4,addition
61 - 45 =,16.0,18.0,14.0,4,subtraction
68 - 41 =,27.0,30.0,26.0,4,subtraction
47 - 35 =,12.0,14.0,9.0,2,subtraction
97 - 30 =,67.0,66.0,65.0,3,subtraction
17 - 10 =,7.0,6.0,10.0,2,subtraction
9 ÷ 3 =,3.0,4.0,2.0,3,division
78 + 54 =,132.0,129.0,135.0,2,addition
47 - 35 =,12.0,11.0,9.0,2,subtraction
1 × 8 =,8.0,9.0,7.0,2,multiplication
95 - 6 =,89.0,88.0,86.0,2,subtraction
89 - 45 =,44.0,41.0,45.0,3,subtraction
39 - 0 =,39.0,37.0,38.0,3,subtraction
87 + 57 =,144.0,141.0,143.0,2,addition
36 + 96 =,132.0,131.0,134.0,3,addition
8 × 8 =,64.0,70.0,71.0,3,multiplication
33 ÷ 11 =,3.0,2.0,4.0,3,division
53 + 4 =,57.0,54.0,59.0,4,addition
98 - 80 =,18.0,20.0,17.0,3,subtraction
32 + 64 =,96.0,98.0,97.0,4,addition
8 - 5 =,3.0,6.0,0.0,4,subtraction
99 - 7 =,92.0,91.0,90.0,2,subtraction
88 + 20 =,108.0,105.0,107.0,4,addition
63 - 50 =,13.0,15.0,11.0,4,subtraction
36 + 25 =,61.0,62.0,64.0,4,addition
24 ÷ 2 =,12.0,11.0,13.0,4,division
9 + 20 =,29.0,31.0,30.0,3,addition
3 × 7 =,21.0,20.0,18.0,4,multiplication
35 - 0 =,35.0,34.0,33.0,4,subtraction
4 × 4 =,16.0,18.0,15.0,4,multiplication
25 - 3 =,22.0,25.0,19.0,2,subtraction
81 ÷ 9 =,9.0,11.0,8.0,3,division
92 - 3 =,89.0,92.0,88.0,4,subtraction
78 - 35 =,43.0,45.0,41.0,4,subtraction
79 - 21 =,58.0,56.0,59.0,3,subtraction
42 + 35 =,77.0,80.0,76.0,3,addition
88 - 66 =,22.0,21.0,24.0,3,subtraction
93 - 88 =,5.0,6.0,4.0,3,subtraction
71 + 64 =,135.0,132.0,133.0,3,addition
43 - 30 =,13.0,11.0,14.0,2,subtraction
132 ÷ 11 =,12.0,10.0,13.0,2,division
43 + 87 =,130.0,132.0,131.0,2,addition
76 - 58 =,18.0,19.0,15.0,2,subtraction
9 + 84 =,93.0,95.0,96.0,2,addition
66 - 12 =,54.0,52.0,57.0,4,subtraction
89 - 81 =,8.0,9.0,6.0,3,subtraction
83 - 44 =,39.0,42.0,40.0,2,subtraction
90 + 33 =,123.0,126.0,122.0,3,addition
95 + 35 =,130.0,127.0,133.0,4,addition
81 + 93 =,174.0,175.0,171.0,2,addition
65 + 71 =,136.0,134.0,137.0,2,addition
13 + 8 =,21.0,22.0,20.0,2,addition
90 ÷ 10 =,9.0,8.0,7.0,2,division
20 + 52 =,72.0,74.0,73.0,4,addition
65 - 10 =,55.0,53.0,52.0,4,subtraction
5 × 4 =,20.0,19.0,18.0,4,multiplication
99 + 34 =,133.0,130.0,135.0,2,addition
86 - 27 =,59.0,57.0,56.0,3,subtraction
52 - 20 =,32.0,34.0,35.0,4,subtraction
21 - 19 =,2.0,3.0,4.0,4,subtraction
50 - 21 =,29.0,31.0,26.0,2,subtraction
19 - 18 =,1.0,4.0,3.0,2,subtraction
16 ÷ 2 =,8.0,7.0,10.0,4,division
27 + 32 =,59.0,58.0,56.0,4,addition
33 + 57 =,90.0,93.0,87.0,2,addition
48 ÷ 4 =,12.0,14.0,13.0,4,division
90 ÷ 9 =,10.0,8.0,11.0,2,division
63 - 34 =,29.0,30.0,31.0,2,subtraction
47 - 0 =,47.0,45.0,46.0,3,subtraction
67 + 92 =,159.0,161.0,158.0,2,addition
8 ÷ 1 =,8.0,6.0,9.0,3,division
99 - 47 =,52.0,49.0,54.0,2,subtraction
70 - 59 =,11.0,12.0,14.0,2,subtraction
83 + 1 =,84.0,85.0,83.0,4,addition
85 + 10 =,95.0,94.0,97.0,3,addition
2 + 70 =,72.0,75.0,73.0,4,addition
90 ÷ 9 =,10.0,12.0,11.0,2,division
43 - 26 =,17.0,19.0,20.0,2,subtraction
96 + 94 =,190.0,192.0,193.0,2,addition
48 - 18 =,30.0,29.0,31.0,4,subtraction
37 + 33 =,70.0,71.0,67.0,3,addition
89 - 22 =,67.0,64.0,69.0,3,subtraction
72 - 29 =,43.0,44.0,41.0,4,subtraction
31 + 44 =,75.0,78.0,77.0,2,addition
34 + 53 =,87.0,88.0,86.0,2,addition
20 + 96 =,116.0,114.0,118.0,3,addition
83 + 65 =,148.0,145.0,146.0,4,addition
58 - 6 =,52.0,55.0,51.0,4,subtraction
48 + 54 =,102.0,104.0,103.0,4,addition
87 - 60 =,27.0,30.0,25.0,4,subtraction
53 + 85 =,138.0,135.0,136.0,4,addition
12 ÷ 12 =,1.0,6.0,2.0,4,division
27 ÷ 9 =,3.0,2.0,4.0,3,division
84 - 3 =,81.0,79.0,83.0,3,subtraction
95 - 84 =,11.0,14.0,12.0,3,subtraction
24 ÷ 8 =,3.0,2.0,4.0,3,division
44 + 98 =,142.0,143.0,139.0,2,addition
55 + 100 =,155.0,158.0,157.0,2,addition
40 ÷ 10 =,4.0,5.0,3.0,3,division
57 - 18 =,39.0,37.0,36.0,2,subtraction
89 - 76 =,13.0,10.0,11.0,3,subtraction
81 + 86 =,167.0,170.0,168.0,4,addition
8 × 5 =,40.0,45.0,48.0,3,multiplication
65 - 47 =,18.0,20.0,21.0,2,subtraction
53 + 54 =,107.0,109.0,106.0,2,addition
16 ÷ 2 =,8.0,9.0,7.0,3,division
39 + 61 =,100.0,99.0,103.0,2,addition
4 × 6 =,24.0,27.0,22.0,4,multiplication
45 ÷ 5 =,9.0,10.0,8.0,3,division
40 - 23 =,17.0,20.0,15.0,3,subtraction
33 + 92 =,125.0,124.0,127.0,3,addition
8 ÷ 2 =,4.0,5.0,3.0,4,division
40 - 24 =,16.0,15.0,17.0,3,subtraction
99 + 27 =,126.0,128.0,125.0,4,addition
59 - 47 =,12.0,14.0,10.0,3,subtraction
88 ÷ 8 =,11.0,10.0,12.0,4,division
144 ÷ 12 =,12.0,10.0,11.0,3,division
97 + 64 =,161.0,162.0,163.0,2,addition
86 - 51 =,35.0,34.0,36.0,4,subtraction
61 - 0 =,61.0,58.0,60.0,3,subtraction
69 + 70 =,139.0,138.0,141.0,4,addition
61 - 55 =,6.0,9.0,7.0,4,subtraction
5 ÷ 1 =,5.0,4.0,6.0,2,division
51 - 37 =,14.0,16.0,15.0,2,subtraction
56 - 26 =,30.0,28.0,32.0,4,subtraction
34 + 73 =,107.0,110.0,108.0,3,addition
43 + 40 =,83.0,81.0,82.0,2,addition
7 × 3 =,21.0,17.0,25.0,2,multiplication
98 - 3 =,95.0,96.0,98.0,2,subtraction
17 + 42 =,59.0,60.0,56.0,4,addition
3 × 2 =,6.0,7.0,5.0,2,multiplication
76 + 69 =,145.0,144.0,148.0,3,addition
33 - 9 =,24.0,27.0,25.0,4,subtraction
48 ÷ 4 =,12.0,14.0,10.0,4,division
14 + 26 =,40.0,43.0,41.0,2,addition
99 + 0 =,99.0,100.0,101.0,2,addition
93 - 78 =,15.0,12.0,14.0,2,subtraction
64 + 49 =,113.0,112.0,115.0,4,addition
90 ÷ 9 =,10.0,11.0,9.0,3,division
62 - 33 =,29.0,27.0,28.0,4,subtraction
13 + 71 =,84.0,82.0,83.0,4,addition
27 + 65 =,92.0,95.0,89.0,4,addition
55 - 0 =,55.0,54.0,52.0,3,subtraction
99 ÷ 9 =,11.0,12.0,13.0,2,division
10 ÷ 2 =,5.0,4.0,6.0,3,division
39 + 74 =,113.0,110.0,115.0,2,addition
10 + 89 =,99.0,102.0,98.0,3,addition
63 + 81 =,144.0,142.0,146.0,2,addition
36 - 36 =,0.0,2.0,1.0,2,subtraction
58 - 41 =,17.0,16.0,14.0,4,subtraction
35 + 39 =,74.0,73.0,76.0,3,addition
24 ÷ 12 =,2.0,6.0,7.0,2,division
48 + 68 =,116.0,113.0,118.0,3,addition
1 + 66 =,67.0,69.0,70.0,4,addition
72 - 6 =,66.0,64.0,68.0,2,subtraction
82 - 9 =,73.0,72.0,75.0,3,subtraction
81 - 32 =,49.0,47.0,51.0,2,subtraction
8 - 0 =,8.0,7.0,5.0,2,subtraction
48 - 43 =,5.0,8.0,7.0,4,subtraction
70 ÷ 10 =,7.0,6.0,8.0,3,division
60 ÷ 5 =,12.0,10.0,13.0,4,division
83 + 32 =,115.0,114.0,117.0,4,addition
91 + 6 =,97.0,94.0,96.0,4,addition
15 + 90 =,105.0,107.0,102.0,3,addition
10 + 32 =,42.0,43.0,40.0,2,addition
8 × 1 =,8.0,9.0,7.0,2,multiplication
10 + 21 =,31.0,29.0,32.0,3,addition
49 + 74 =,123.0,125.0,120.0,3,addition
53 - 9 =,44.0,45.0,42.0,4,subtraction
68 + 3 =,71.0,73.0,74.0,3,addition
33 ÷ 11 =,3.0,2.0,4.0,3,division
9 × 6 =,54.0,44.0,51.0,2,multiplication
93 - 80 =,13.0,14.0,11.0,2,subtraction
7 × 10 =,70.0,66.0,75.0,3,multiplication
120 ÷ 12 =,10.0,12.0,9.0,2,division
93 - 14 =,79.0,80.0,82.0,4,subtraction
65 - 17 =,48.0,51.0,50.0,4,subtraction
82 + 96 =,178.0,180.0,175.0,4,addition
3 ÷ 3 =,1.0,5.0,3.0,3,division
38 + 78 =,116.0,115.0,117.0,4,addition
79 + 36 =,115.0,114.0,117.0,4,addition
97 + 2 =,99.0,100.0,97.0,3,addition
699 + 208 =,907.0,908.0,906.0,6,addition
718 + 351 =,1069.0,1071.0,1066.0,6,addition
99 × 12 =,1188.0,1295.0,1066.0,5,multiplication
737 - 933 =,-196.0,193.0,194.0,6,subtraction
796 - 233 =,563.0,566.0,564.0,6,subtraction
64 - 10 =,54.0,56.0,52.0,5,subtraction
436 × 958 =,417688.0,385830.0,337010.0,6,multiplication
182 × 401 =,72982.0,58924.0,86592.0,5,multiplication
95 × 12 =,1140.0,1278.0,1242.0,5,multiplication
492 - 83 =,409.0,406.0,407.0,6,subtraction
83 + 30 =,113.0,112.0,115.0,5,addition
74 + 28 =,102.0,101.0,105.0,5,addition
42 ÷ 6 =,7.0,8.0,6.0,6,division
1 × 4 =,4.0,5.0,3.0,5,multiplication
686 ÷ 20 =,34.3,40.4,40.1,6,division
635 - 299 =,336.0,334.0,335.0,6,subtraction
567 - 162 =,405.0,402.0,407.0,5,subtraction
427 + 349 =,776.0,775.0,778.0,6,addition
625 × 455 =,284375.0,238569.0,306359.0,5,multiplication
30 ÷ 3 =,10.0,11.0,9.0,6,division
321 + 808 =,1129.0,1130.0,1128.0,6,addition
96 ÷ 12 =,8.0,9.0,7.0,6,division
8 × 19 =,152.0,144.0,174.0,5,multiplication
641 + 665 =,1306.0,1305.0,1308.0,5,addition
10 × 4 =,40.0,46.0,36.0,5,multiplication
865 - 440 =,425.0,422.0,428.0,6,subtraction
877 - 888 =,-11.0,12.0,9.0,6,subtraction
499 + 791 =,1290.0,1287.0,1293.0,6,addition
1053 ÷ 15 =,70.2,79.6,56.8,6,division
50 × 14 =,700.0,808.0,764.0,6,multiplication
4 × 108 =,432.0,359.0,461.0,6,multiplication
40 × 17 =,680.0,726.0,809.0,5,multiplication
80 ÷ 8 =,10.0,12.0,11.0,6,division
72 ÷ 6 =,12.0,14.0,13.0,6,division
701 + 755 =,1456.0,1458.0,1454.0,5,addition
57 + 24 =,81.0,84.0,78.0,5,addition
68 × 18 =,1224.0,1049.0,1334.0,6,multiplication
686 ÷ 17 =,40.35,34.77,35.17,5,division
7 - 30 =,-23.0,26.0,22.0,5,subtraction
865 - 171 =,694.0,697.0,692.0,6,subtraction
763 - 141 =,622.0,623.0,619.0,5,subtraction
411 ÷ 18 =,22.83,19.89,24.88,5,division
48 × 15 =,720.0,793.0,758.0,5,multiplication
888 - 811 =,77.0,76.0,74.0,6,subtraction
667 + 677 =,1344.0,1342.0,1345.0,6,addition
628 + 404 =,1032.0,1034.0,1029.0,5,addition
703 + 582 =,1285.0,1282.0,1283.0,6,addition
24 - 93 =,-69.0,66.0,70.0,6,subtraction
183 ÷ 5 =,36.6,42.8,34.3,5,division
95 - 20 =,75.0,78.0,76.0,5,subtraction
331 × 285 =,94335.0,100973.0,110305.0,5,multiplication
174 ÷ 3 =,58.0,68.0,49.0,6,division
996 + 431 =,1427.0,1428.0,1426.0,6,addition
234 ÷ 12 =,19.5,21.3,21.8,6,division
16 ÷ 8 =,2.0,5.0,7.0,5,division
121 ÷ 11 =,11.0,12.0,10.0,5,division
89 × 14 =,1246.0,1340.0,1470.0,5,multiplication
1786 ÷ 20 =,89.3,106.8,84.3,6,division
261 - 855 =,-594.0,592.0,595.0,6,subtraction
782 ÷ 19 =,41.16,45.53,47.66,6,division
72 ÷ 8 =,9.0,8.0,11.0,6,division
10 ÷ 10 =,1.0,3.0,6.0,5,division
956 × 715 =,683540.0,635941.0,595598.0,5,multiplication
669 ÷ 8 =,83.62,94.11,73.75,6,division
785 × 345 =,270825.0,300768.0,249964.0,6,multiplication
158 ÷ 13 =,12.15,13.46,13.83,5,division
793 - 578 =,215.0,212.0,216.0,5,subtraction
728 - 508 =,220.0,222.0,217.0,6,subtraction
71 × 10 =,710.0,847.0,600.0,5,multiplication
232 ÷ 8 =,29.0,31.0,26.0,6,division
59 + 49 =,108.0,105.0,106.0,5,addition
522 + 326 =,848.0,849.0,846.0,6,addition
380 + 59 =,439.0,442.0,436.0,5,addition
605 - 519 =,86.0,88.0,84.0,5,subtraction
559 + 953 =,1512.0,1509.0,1511.0,5,addition
551 - 147 =,404.0,402.0,403.0,6,subtraction
55 × 15 =,825.0,754.0,896.0,6,multiplication
732 ÷ 15 =,48.8,44.9,46.1,5,division
646 × 245 =,158270.0,144420.0,138951.0,5,multiplication
37 × 8 =,296.0,320.0,315.0,6,multiplication
571 + 861 =,1432.0,1429.0,1434.0,5,addition
581 + 54 =,635.0,633.0,638.0,6,addition
8 ÷ 4 =,2.0,5.0,3.0,6,division
96 × 811 =,77856.0,69825.0,92435.0,6,multiplication
44 × 14 =,616.0,662.0,694.0,5,multiplication
13 - 97 =,-84.0,82.0,87.0,5,subtraction
965 - 376 =,589.0,586.0,592.0,6,subtraction
12 ÷ 6 =,2.0,6.0,5.0,5,division
54 + 952 =,1006.0,1009.0,1008.0,5,addition
236 ÷ 12 =,19.67,17.17,21.64,5,division
927 - 139 =,788.0,789.0,791.0,6,subtraction
762 - 25 =,737.0,739.0,738.0,6,subtraction
810 - 594 =,216.0,217.0,213.0,6,subtraction
415 - 91 =,324.0,325.0,326.0,5,subtraction
59 + 83 =,142.0,141.0,139.0,5,addition
32 × 18 =,576.0,610.0,629.0,5,multiplication
183 ÷ 3 =,61.0,49.0,50.0,5,division
953 - 633 =,320.0,318.0,321.0,6,subtraction
369 ÷ 9 =,41.0,37.0,38.0,5,division
673 + 965 =,1638.0,1639.0,1637.0,6,addition
68 × 9 =,612.0,525.0,503.0,5,multiplication
36 ÷ 4 =,9.0,11.0,10.0,6,division
701 - 532 =,169.0,166.0,171.0,6,subtraction
1025 ÷ 16 =,64.06,69.94,72.39,5,division
53 + 33 =,86.0,83.0,84.0,5,addition
273 + 310 =,583.0,584.0,581.0,6,addition
196 - 52 =,144.0,146.0,145.0,6,subtraction
265 ÷ 5 =,53.0,47.0,57.0,6,division
16 ÷ 8 =,2.0,7.0,3.0,6,division
390 + 219 =,609.0,606.0,607.0,5,addition
820 - 498 =,322.0,319.0,324.0,6,subtraction
14 + 81 =,95.0,92.0,96.0,5,addition
555 + 137 =,692.0,689.0,694.0,6,addition
44 ÷ 11 =,4.0,5.0,3.0,5,division
7 × 13 =,91.0,81.0,107.0,5,multiplication
855 × 967 =,826785.0,932816.0,931238.0,5,multiplication
388 - 239 =,149.0,150.0,146.0,6,subtraction
85 × 19 =,1615.0,1426.0,1305.0,6,multiplication
88 - 17 =,71.0,68.0,73.0,5,subtraction
394 + 90 =,484.0,482.0,481.0,6,addition
694 - 293 =,401.0,403.0,402.0,5,subtraction
7 × 16 =,112.0,98.0,93.0,6,multiplication
679 ÷ 7 =,97.0,84.0,110.0,5,division
780 × 686 =,535080.0,619308.0,502861.0,6,multiplication
77 × 12 =,924.0,821.0,791.0,6,multiplication
672 - 492 =,180.0,182.0,181.0,6,subtraction
101 + 43 =,144.0,145.0,141.0,6,addition
759 ÷ 11 =,69.0,82.0,80.0,6,division
241 ÷ 8 =,30.12,24.18,25.54,6,division
438 - 922 =,-484.0,487.0,483.0,6,subtraction
289 + 560 =,849.0,852.0,848.0,5,addition
441 - 423 =,18.0,20.0,16.0,6,subtraction
359 ÷ 11 =,32.64,35.72,38.85,5,division
353 ÷ 7 =,50.43,60.5,55.27,6,division
580 ÷ 10 =,58.0,54.0,64.0,6,division
510 - 459 =,51.0,52.0,49.0,6,subtraction
12 ÷ 1 =,12.0,14.0,13.0,6,division
929 - 114 =,815.0,818.0,816.0,6,subtraction
40 ÷ 5 =,8.0,9.0,7.0,6,division
234 - 56 =,178.0,180.0,179.0,5,subtraction
40 × 9 =,360.0,311.0,420.0,5,multiplication
286 ÷ 7 =,40.86,48.72,45.93,6,division
273 ÷ 16 =,17.06,14.68,15.62,6,division
141 × 760 =,107160.0,118817.0,93258.0,5,multiplication
78 + 91 =,169.0,171.0,170.0,5,addition
523 + 327 =,850.0,853.0,848.0,6,addition
43 × 10 =,430.0,488.0,510.0,6,multiplication
547 - 155 =,392.0,395.0,393.0,5,subtraction
27 ÷ 9 =,3.0,4.0,2.0,6,division
8 ÷ 8 =,1.0,5.0,6.0,6,division
99 ÷ 9 =,11.0,12.0,10.0,5,division
609 + 820 =,1429.0,1430.0,1427.0,6,addition
50 ÷ 10 =,5.0,6.0,4.0,6,division
1740 ÷ 20 =,87.0,102.0,71.0,6,division
830 ÷ 11 =,75.45,87.9,65.37,5,division
87 - 26 =,61.0,59.0,64.0,5,subtraction
7 ÷ 7 =,1.0,4.0,6.0,5,division
59 × 12 =,708.0,747.0,650.0,6,multiplication
74 + 94 =,168.0,165.0,166.0,5,addition
94 + 74 =,168.0,171.0,169.0,5,addition
1089 ÷ 12 =,90.75,75.45,98.61,6,division
742 - 158 =,584.0,582.0,581.0,6,subtraction
993 × 535 =,531255.0,431413.0,443685.0,6,multiplication
225 - 807 =,-582.0,584.0,580.0,6,subtraction
852 + 971 =,1823.0,1825.0,1820.0,6,addition
52 + 7 =,59.0,57.0,61.0,5,addition
910 - 86 =,824.0,827.0,822.0,6,subtraction
12 ÷ 1 =,12.0,13.0,11.0,6,division
74 + 98 =,172.0,169.0,173.0,5,addition
542 + 138 =,680.0,677.0,681.0,6,addition
975 × 256 =,249600.0,283962.0,232714.0,5,multiplication
177 + 208 =,385.0,388.0,386.0,6,addition
30 - 9 =,21.0,24.0,20.0,5,subtraction
72 + 188 =,260.0,263.0,259.0,6,addition
35 ÷ 7 =,5.0,6.0,4.0,6,division
995 × 96 =,95520.0,82413.0,84578.0,5,multiplication
892 × 163 =,145396.0,124394.0,132270.0,5,multiplication
677 + 488 =,1165.0,1163.0,1162.0,6,addition
539 + 530 =,1069.0,1068.0,1067.0,5,addition
17 + 18 =,35.0,36.0,37.0,5,addition
283 + 719 =,1002.0,1003.0,1000.0,6,addition
